Season,TeamID,ConfAbbrev,Total_Wins,Total_Games,Conf_Tourney_WinPct
2024,1391,a_sun,3,3,1.0
2024,1182,a_ten,4,4,1.0
2024,1412,aac,3,3,1.0
2024,1301,acc,5,5,1.0
2024,1436,aec,3,3,1.0
2024,1163,big_east,3,3,1.0
2024,1286,big_sky,3,3,1.0
2024,1255,big_south,3,3,1.0
2024,1228,big_ten,3,3,1.0
2024,1235,big_twelve,3,3,1.0
2024,1253,big_west,3,3,1.0
2024,1158,caa,3,3,1.0
2024,1443,cusa,3,3,1.0
2024,1324,horizon,3,3,1.0
2024,1463,ivy,2,2,1.0
2024,1389,maac,3,3,1.0
2024,1103,mac,3,3,1.0
2024,1224,meac,3,3,1.0
2024,1179,mvc,3,3,1.0
2024,1307,mwc,4,4,1.0
2024,1447,nec,3,3,1.0
2024,1287,ovc,3,3,1.0
2024,1332,pac_twelve,3,3,1.0
2024,1159,patriot,3,3,1.0
2024,1120,sec,3,3,1.0
2024,1359,southern,3,3,1.0
2024,1270,southland,2,2,1.0
2024,1355,summit,3,3,1.0
2024,1241,sun_belt,3,3,1.0
2024,1212,swac,3,3,1.0
2024,1213,wac,2,2,1.0
2024,1388,wcc,2,2,1.0
2024,1396,aac,4,5,0.8
2024,1433,a_ten,3,4,0.75
2024,1458,big_ten,3,4,0.75
2024,1392,caa,3,4,0.75
2024,1454,horizon,3,4,0.75
2024,1196,sec,3,4,0.75
2024,1190,southern,3,4,0.75
2024,1402,sun_belt,3,4,0.75
2024,1239,a_sun,2,3,0.66666666666666663
2024,1122,a_sun,2,3,0.66666666666666663
2024,1382,a_ten,2,3,0.66666666666666663
2024,1386,a_ten,2,3,0.66666666666666663
2024,1455,aac,2,3,0.66666666666666663
2024,1130,acc,2,3,0.66666666666666663
2024,1314,acc,2,3,0.66666666666666663
2024,1262,aec,2,3,0.66666666666666663
2024,1344,big_east,2,3,0.66666666666666663
2024,1266,big_east,2,3,0.66666666666666663
2024,1170,big_sky,2,3,0.66666666666666663
2024,1226,big_sky,2,3,0.66666666666666663
2024,1285,big_sky,2,3,0.66666666666666663
2024,1421,big_south,2,3,0.66666666666666663
2024,1153,big_twelve,2,3,0.66666666666666663
2024,1222,big_twelve,2,3,0.66666666666666663
2024,1406,caa,2,3,0.66666666666666663
2024,1431,cusa,2,3,0.66666666666666663
2024,1156,horizon,2,3,0.66666666666666663
2024,1193,maac,2,3,0.66666666666666663
2024,1245,mac,2,3,0.66666666666666663
2024,1175,meac,2,3,0.66666666666666663
2024,1232,mvc,2,3,0.66666666666666663
2024,1161,mwc,2,3,0.66666666666666663
2024,1361,mwc,2,3,0.66666666666666663
2024,1467,nec,2,3,0.66666666666666663
2024,1160,pac_twelve,2,3,0.66666666666666663
2024,1250,patriot,2,3,0.66666666666666663
2024,1280,sec,2,3,0.66666666666666663
2024,1401,sec,2,3,0.66666666666666663
2024,1311,southland,2,3,0.66666666666666663
2024,1176,summit,2,3,0.66666666666666663
2024,1117,sun_belt,2,3,0.66666666666666663
2024,1411,swac,2,3,0.66666666666666663
2024,1426,wac,2,3,0.66666666666666663
2024,1474,a_sun,1,2,0.5
2024,1466,a_sun,1,2,0.5
2024,1200,a_ten,1,2,0.5
2024,1247,a_ten,1,2,0.5
2024,1387,a_ten,1,2,0.5
2024,1187,aac,1,2,0.5
2024,1317,aac,1,2,0.5
2024,1194,aac,1,2,0.5
2024,1378,aac,1,2,0.5
2024,1323,acc,1,2,0.5
2024,1199,acc,1,2,0.5
2024,1448,acc,1,2,0.5
2024,1338,acc,1,2,0.5
2024,1438,acc,1,2,0.5
2024,1136,aec,1,2,0.5
2024,1306,aec,1,2,0.5
2024,1437,big_east,1,2,0.5
2024,1462,big_east,1,2,0.5
2024,1385,big_east,1,2,0.5
2024,1347,big_south,1,2,0.5
2024,1205,big_south,1,2,0.5
2024,1219,big_south,1,2,0.5
2024,1268,big_ten,1,2,0.5
2024,1336,big_ten,1,2,0.5
2024,1231,big_ten,1,2,0.5
2024,1277,big_ten,1,2,0.5
2024,1326,big_ten,1,2,0.5
2024,1304,big_ten,1,2,0.5
2024,1345,big_ten,1,2,0.5
2024,1416,big_twelve,1,2,0.5
2024,1140,big_twelve,1,2,0.5
2024,1243,big_twelve,1,2,0.5
2024,1395,big_twelve,1,2,0.5
2024,1124,big_twelve,1,2,0.5
2024,1403,big_twelve,1,2,0.5
2024,1169,big_west,1,2,0.5
2024,1415,big_west,1,2,0.5
2024,1218,big_west,1,2,0.5
2024,1413,big_west,1,2,0.5
2024,1214,caa,1,2,0.5
2024,1456,caa,1,2,0.5
2024,1174,caa,1,2,0.5
2024,1284,caa,1,2,0.5
2024,1220,caa,1,2,0.5
2024,1198,cusa,1,2,0.5
2024,1292,cusa,1,2,0.5
2024,1358,cusa,1,2,0.5
2024,1236,horizon,1,2,0.5
2024,1297,horizon,1,2,0.5
2024,1135,ivy,1,2,0.5
2024,1145,maac,1,2,0.5
2024,1233,maac,1,2,0.5
2024,1310,maac,1,2,0.5
2024,1346,maac,1,2,0.5
2024,1265,maac,1,2,0.5
2024,1132,mac,1,2,0.5
2024,1325,mac,1,2,0.5
2024,1300,meac,1,2,0.5
2024,1313,meac,1,2,0.5
2024,1125,mvc,1,2,0.5
2024,1191,mvc,1,2,0.5
2024,1227,mvc,1,2,0.5
2024,1283,mvc,1,2,0.5
2024,1133,mvc,1,2,0.5
2024,1320,mvc,1,2,0.5
2024,1201,mwc,1,2,0.5
2024,1429,mwc,1,2,0.5
2024,1148,nec,1,2,0.5
2024,1478,nec,1,2,0.5
2024,1188,ovc,1,2,0.5
2024,1398,ovc,1,2,0.5
2024,1442,ovc,1,2,0.5
2024,1114,ovc,1,2,0.5
2024,1390,pac_twelve,1,2,0.5
2024,1417,pac_twelve,1,2,0.5
2024,1425,pac_twelve,1,2,0.5
2024,1428,pac_twelve,1,2,0.5
2024,1112,pac_twelve,1,2,0.5
2024,1450,pac_twelve,1,2,0.5
2024,1221,patriot,1,2,0.5
2024,1298,patriot,1,2,0.5
2024,1131,patriot,1,2,0.5
2024,1137,patriot,1,2,0.5
2024,1116,sec,1,2,0.5
2024,1208,sec,1,2,0.5
2024,1376,sec,1,2,0.5
2024,1273,southern,1,2,0.5
2024,1151,southern,1,2,0.5
2024,1202,southern,1,2,0.5
2024,1309,southland,1,2,0.5
2024,1477,southland,1,2,0.5
2024,1249,southland,1,2,0.5
2024,1331,summit,1,2,0.5
2024,1303,summit,1,2,0.5
2024,1472,summit,1,2,0.5
2024,1157,sun_belt,1,2,0.5
2024,1204,sun_belt,1,2,0.5
2024,1267,sun_belt,1,2,0.5
2024,1418,sun_belt,1,2,0.5
2024,1111,sun_belt,1,2,0.5
2024,1105,swac,1,2,0.5
2024,1126,swac,1,2,0.5
2024,1372,wac,1,2,0.5
2024,1465,wac,1,2,0.5
2024,1370,wac,1,2,0.5
2024,1337,wcc,1,2,0.5
2024,1339,wcc,1,2,0.5
2024,1360,wcc,1,2,0.5
2024,1365,wcc,1,2,0.5
2024,1362,wcc,1,2,0.5
2024,1211,wcc,1,2,0.5
2024,1244,a_sun,0,1,0.0
2024,1195,a_sun,0,1,0.0
2024,1316,a_sun,0,1,0.0
2024,1184,a_sun,0,1,0.0
2024,1252,a_sun,0,1,0.0
2024,1172,a_ten,0,1,0.0
2024,1203,a_ten,0,1,0.0
2024,1348,a_ten,0,1,0.0
2024,1206,a_ten,0,1,0.0
2024,1173,a_ten,0,1,0.0
2024,1260,a_ten,0,1,0.0
2024,1350,a_ten,0,1,0.0
2024,1269,a_ten,0,1,0.0
2024,1427,aac,0,1,0.0
2024,1349,aac,0,1,0.0
2024,1409,aac,0,1,0.0
2024,1408,aac,0,1,0.0
2024,1374,aac,0,1,0.0
2024,1272,aac,0,1,0.0
2024,1150,aac,0,1,0.0
2024,1274,acc,0,1,0.0
2024,1257,acc,0,1,0.0
2024,1210,acc,0,1,0.0
2024,1155,acc,0,1,0.0
2024,1439,acc,0,1,0.0
2024,1393,acc,0,1,0.0
2024,1181,acc,0,1,0.0
2024,1263,aec,0,1,0.0
2024,1420,aec,0,1,0.0
2024,1127,aec,0,1,0.0
2024,1107,aec,0,1,0.0
2024,1207,big_east,0,1,0.0
2024,1177,big_east,0,1,0.0
2024,1139,big_east,0,1,0.0
2024,1166,big_east,0,1,0.0
2024,1371,big_east,0,1,0.0
2024,1225,big_sky,0,1,0.0
2024,1319,big_sky,0,1,0.0
2024,1186,big_sky,0,1,0.0
2024,1294,big_sky,0,1,0.0
2024,1340,big_sky,0,1,0.0
2024,1451,big_sky,0,1,0.0
2024,1367,big_south,0,1,0.0
2024,1342,big_south,0,1,0.0
2024,1457,big_south,0,1,0.0
2024,1149,big_south,0,1,0.0
2024,1353,big_ten,0,1,0.0
2024,1276,big_ten,0,1,0.0
2024,1278,big_ten,0,1,0.0
2024,1234,big_ten,0,1,0.0
2024,1321,big_ten,0,1,0.0
2024,1452,big_twelve,0,1,0.0
2024,1329,big_twelve,0,1,0.0
2024,1242,big_twelve,0,1,0.0
2024,1400,big_twelve,0,1,0.0
2024,1328,big_twelve,0,1,0.0
2024,1364,big_west,0,1,0.0
2024,1167,big_west,0,1,0.0
2024,1414,big_west,0,1,0.0
2024,1189,caa,0,1,0.0
2024,1299,caa,0,1,0.0
2024,1144,caa,0,1,0.0
2024,1318,caa,0,1,0.0
2024,1180,caa,0,1,0.0
2024,1423,caa,0,1,0.0
2024,1240,cusa,0,1,0.0
2024,1256,cusa,0,1,0.0
2024,1251,cusa,0,1,0.0
2024,1308,cusa,0,1,0.0
2024,1237,horizon,0,1,0.0
2024,1352,horizon,0,1,0.0
2024,1178,horizon,0,1,0.0
2024,1464,horizon,0,1,0.0
2024,1460,horizon,0,1,0.0
2024,1453,horizon,0,1,0.0
2024,1343,ivy,0,1,0.0
2024,1165,ivy,0,1,0.0
2024,1291,maac,0,1,0.0
2024,1264,maac,0,1,0.0
