Season,TeamID,Strength_of_Schedule,Avg_Opponent_OffRtg,Avg_Opponent_DefRtg,total_games_after_100
2024,3152,93.091877381179046,95.206500161360665,90.977254600997441,1
2021,3189,94.881027777242323,94.393526352115572,95.368529202369075,1
2021,3312,88.131683883574368,97.853615525076464,78.409752242072258,1
2021,3159,86.942760584135726,84.326530351964351,89.558990816307116,1
2024,3172,90.338181073644549,92.264458785921192,88.4119033613679,2
2023,3152,89.565159362877708,80.476319373692291,98.653999352063124,2
2021,3367,98.464502202529644,97.539229792322161,99.389774612737142,2
2021,3383,94.910241359346188,92.374936380719134,97.445546337973241,2
2021,3137,85.685168472302593,84.21111710676692,87.159219837838265,2
2011,3366,80.617067846696543,69.471740170818578,91.762395522574508,2
2010,3188,97.250730689974446,100.71512194758262,93.786339432366276,2
2023,3216,92.083188851481466,100.37439735528309,83.791980347679825,3
2021,3214,97.25249421978998,103.10237613605121,91.402612303528741,3
2021,3427,96.734171807205414,96.813421346126546,96.6549222682843,3
2021,3352,94.230828888927476,89.207421681205517,99.254236096649421,3
2021,3158,92.582222773956076,88.0428496615057,97.121595886406453,3
2021,3200,92.536921577047679,95.198347888590789,89.8754952655046,3
2021,3119,92.15076602514894,100.16154895302964,84.139983097268242,3
2021,3264,83.533140905017618,83.000288760786134,84.065993049249116,3
2021,3175,82.193009464218818,88.712183470150819,75.673835458286817,3
2015,3312,91.595753001400169,90.568107394428878,92.623398608371446,3
2014,3312,96.429054338503548,87.814725135099522,105.04338354190759,3
2013,3131,87.966227520358231,87.5936441566428,88.3388108840737,3
2010,3137,89.1072120535329,86.600490117115044,91.613933989950752,3
2010,3221,87.42054113058434,85.766139285858131,89.074942975310535,3
2010,3366,84.7331089280945,86.276834065613727,83.189383790575278,3
2022,3303,94.039210599505992,97.710846032835462,90.367575166176536,4
2021,3442,102.66971682303087,100.68787081848748,104.65156282757425,4
2021,3315,98.115979794306242,104.21487032499525,92.017089263617237,4
2021,3167,93.617403127328231,93.17948912435439,94.055317130302058,4
2021,3323,93.078686769303744,92.06476129799222,94.092612240615267,4
2021,3220,92.811346288872485,95.686390550889854,89.936302026855117,4
2021,3143,92.248690913237382,95.654377003645848,88.843004822828931,4
2021,3160,90.0753520629639,87.433546285034851,92.717157840892952,4
2021,3107,87.166589545340415,88.671450606551616,85.661728484129213,4
2021,3306,87.1227987059489,91.31554819086854,82.93004922102925,4
2021,3250,86.491642678734934,88.114424407916772,84.8688609495531,4
2021,3298,85.991085075237265,83.2014496805745,88.780720469900018,4
2021,3342,85.594206247083861,79.643724523053535,91.5446879711142,4
2021,3262,85.4502783810477,75.835293191439376,95.065263570656043,4
2021,3288,84.854362119448879,79.461294004192808,90.247430234704936,4
2020,3216,90.3346581983691,92.4323237204367,88.236992676301512,4
2019,3303,99.497556440577881,93.0893562916183,105.90575658953745,4
2019,3262,88.113615001343419,91.6945622912886,84.532667711398233,4
2018,3236,97.006145593007929,100.39059595242136,93.6216952335945,4
2017,3398,100.72653891203289,105.24971528842853,96.20336253563724,4
2017,3183,99.3234822238488,100.53372558635267,98.113238861344911,4
2017,3240,97.399712179450219,93.002657241097978,101.79676711780246,4
2016,3183,99.022104835753424,100.26996374721986,97.774245924286987,4
2016,3399,93.629248152094334,94.081778141773668,93.176718162415,4
2016,3240,90.19563884951188,88.037487762831375,92.353789936192385,4
2015,3369,95.851091146519224,92.509247366081354,99.192934926957079,4
2014,3122,101.94955002113241,105.28987516036523,98.609224881899621,4
2013,3369,95.607514749152813,96.405773768174754,94.8092557301309,4
2013,3240,90.273095399397334,88.073888693304838,92.4723021054898,4
2013,3167,90.162231093847367,85.980685446022378,94.343776741672372,4
2013,3303,89.981036394997346,88.074622207887828,91.887450582106837,4
2013,3263,81.775874252387837,78.627507700492814,84.924240804282874,4
2012,3240,97.7015872640734,99.1471453989999,96.256029129146881,4
2012,3398,95.186521742731756,91.6410870689732,98.731956416490291,4
2012,3255,90.368501175486429,90.350764514175069,90.38623783679779,4
2012,3137,88.6099652548251,89.408139865893219,87.811790643756979,4
2011,3159,92.981143251155657,101.13679163740946,84.825494864901842,4
2011,3137,91.719307562592064,92.943098499071937,90.495516626112192,4
2010,3370,92.195050854176657,95.931415032145438,88.458686676207876,4
2010,3419,91.643328281063276,87.563577615985992,95.723078946140546,4
2010,3298,91.461092528920261,87.0016069012957,95.920578156544821,4
2010,3158,90.951443430574017,91.151421947322532,90.751464913825515,4
2010,3167,90.782750406304132,88.117565899607541,93.447934913000751,4
2010,3119,89.739728756733911,93.2325013592274,86.2469561542404,4
2024,3231,100.07754808853383,100.92555766788546,99.229538509182191,5
2024,3326,98.419487987208328,102.08321711676797,94.755758857648686,5
2024,3353,95.534083369517589,92.217493898337352,98.850672840697825,5
2024,3177,94.664282290656971,98.546579646325057,90.7819849349889,5
2024,3474,92.268058313295413,94.055113905960326,90.4810027206305,5
2024,3200,91.301329993633686,87.186879982329515,95.415780004937858,5
2024,3385,91.140446166436817,91.756593552675412,90.524298780198237,5
2024,3173,90.158405065679361,90.229900116918387,90.086910014440335,5
2024,3457,85.7046362328869,87.232257241119214,84.1770152246546,5
2024,3306,84.749696729364857,86.489309502156317,83.0100839565734,5
2023,3382,94.091050790899061,91.818568622170659,96.363532959627463,5
2023,3306,92.802605700196821,96.0885166101458,89.516694790247811,5
2023,3136,92.208447488442474,95.7333426494435,88.683552327441447,5
2023,3200,90.745281168157135,92.127042490116935,89.363519846197335,5
2023,3171,88.655750523728528,92.375123740182147,84.93637730727491,5
2023,3463,88.077968914141209,89.980610175608973,86.175327652673431,5
2023,3135,87.842377293477227,89.794762899165661,85.8899916877888,5
2023,3165,85.314763536701591,82.908010742384363,87.721516331018847,5
2022,3268,95.68452106641675,98.6852631477653,92.683778985068216,5
2022,3117,92.979098981732108,94.705176151306418,91.253021812157826,5
2022,3171,89.7955624537326,94.73224342577123,84.858881481693956,5
2022,3135,88.642041503724073,92.8845357729675,84.399547234480636,5
2021,3325,98.328876477129,98.601942793153839,98.055810161104162,5
2021,3185,97.880609177397631,98.821203423629214,96.940014931166047,5
2021,3326,97.632070423826974,96.829807212324681,98.434333635329253,5
2021,3103,96.941158579629644,97.91962670893416,95.962690450325127,5
2021,3331,96.767566812964219,107.39801047457162,86.1371231513568,5
2021,3237,96.282361814636033,96.487362969325019,96.077360659947033,5
2021,3149,95.7998490342701,95.922974818825082,95.67672324971511,5
2021,3403,95.755491503689385,93.491996696774819,98.01898631060395,5
2021,3332,95.272606640212643,98.40593016742757,92.139283112997717,5
2021,3236,94.793778619372688,95.750447114725475,93.837110124019915,5
2021,3415,93.5831307925592,93.586124604625709,93.580136980492654,5
2021,3359,93.365442685055839,90.611186125728324,96.119699244383341,5
2021,3324,92.844096339170136,95.0270555217387,90.661137156601583,5
2021,3157,92.6131884554644,96.141548990088836,89.08482792083997,5
2021,3161,92.585744033737683,95.427362146044842,89.744125921430523,5
2021,3426,91.994806652348061,93.060176805142447,90.929436499553674,5
2021,3348,91.550238958728656,89.778493031272859,93.321984886184453,5
2021,3305,91.186199776706133,83.78231714644555,98.590082406966715,5
2021,3227,91.099334013850168,97.377289127836931,84.82137889986339,5
2021,3269,90.058965270054117,90.315273947303723,89.80265659280451,5
2021,3428,89.640935459987077,89.0538061277022,90.228064792271965,5
2021,3453,89.020488033389768,85.895620628821916,92.145355437957619,5
2021,3351,88.6326565424362,86.308372475496967,90.956940609375437,5
2021,3206,88.428763493055882,89.899536709760383,86.9579902763514,5
2021,3221,88.420531617234886,92.964403715838287,83.87665951863147,5
2021,3263,86.336735598263971,85.70086196660418,86.972609229923762,5
2021,3152,85.832065384871129,88.498663159063369,83.165467610678888,5
2021,3117,85.790366499782,84.4113617584921,87.169371241071858,5
2021,3110,85.669046973951936,81.380866149491709,89.957227798412148,5
2021,3164,84.467582607383036,88.577889662425235,80.357275552340838,5
2020,3236,98.702499208105337,99.66380336155801,97.741195054652678,5
2020,3361,93.678017048444559,90.925529406618267,96.430504690270837,5
2020,3152,91.540400428106352,95.391652006731391,87.689148849481327,5
2020,3436,90.685254246102744,93.841837691964415,87.528670800241059,5
2020,3197,86.6472298762476,85.75590338020146,87.538556372293755,5
2019,3442,102.08709627469298,107.81908405349925,96.355108495886711,5
2019,3331,101.06258041971846,99.430638083961739,102.69452275547519,5
2019,3236,100.47118942055246,103.98065027200478,96.961728569100174,5
2019,3295,100.26113933891897,106.22393752265545,94.29834115518247,5
2019,3130,99.689916411016242,100.31144542797843,99.068387394054071,5
2019,3176,98.985606943993844,96.543728367375664,101.427485520612,5
2019,3398,96.402342130787972,94.633040156321783,98.171644105254146,5
2019,3306,91.37145250405294,95.4205997179658,87.322305290140079,5
2019,3427,90.447261904283835,93.7475674971689,87.146956311398768,5
2019,3198,90.146614023126418,91.51286392920457,88.780364117048265,5
2019,3127,90.133292964088668,90.941668468484949,89.324917459692372,5
2019,3436,89.538950494568169,92.846141484681709,86.231759504454629,5
2019,3252,88.272496540446539,88.44974657594949,88.095246504943589,5
2019,3227,88.118831039135372,88.8754947790856,87.362167299185145,5
2019,3239,86.808957448014738,90.24699495906448,83.370919936964967,5
2018,3442,98.29205313270829,101.49182015727715,95.092286108139433,5
2018,3458,97.111715484924673,96.301599431697809,97.921831538151537,5
2018,3348,96.628288799343181,96.40080821775571,96.855769380930681,5
2018,3183,96.257959294902591,96.754931469190225,95.760987120614956,5
2018,3181,94.5956817896435,93.017671676971275,96.173691902315724,5
2018,3155,93.574846419323563,96.82105841571142,90.328634422935735,5
2017,3331,102.56543928080153,101.50364335091734,103.62723521068571,5
2017,3399,100.86518172665548,105.1154829918128,96.614880461498174,5
2017,3369,100.0583531160315,99.951202206259637,100.16550402580333,5
2017,3293,98.874347341372072,97.624957575561226,100.1237371071829,5
2017,3336,98.369269409774191,97.812268326585524,98.926270492962871,5
2017,3382,95.652286414931268,98.558609011128468,92.745963818734069,5
2017,3269,95.402732830542249,95.757341984269,95.0481236768155,5
2017,3203,94.417600479374329,92.151603825151156,96.6835971335975,5
2017,3350,93.843848777903418,92.58005726146196,95.10764029434489,5
2017,3172,93.420348058948122,95.524575970565124,91.316120147331119,5
2017,3206,92.148442408476257,94.281941035215482,90.014943781737,5
2017,3348,90.875719257357261,87.67629327676012,94.075145237954416,5
2017,3262,87.781611219768564,89.8178835267756,85.745338912761525,5
2016,3369,99.261265067198124,94.991898017862852,103.5306321165334,5
2016,3122,98.105164557156925,99.616540857533423,96.593788256780428,5
2016,3295,96.500433082514562,91.52517594191194,101.47569022311718,5
2016,3176,96.366563144192057,99.697448825670762,93.035677462713352,5
2016,3398,95.6197025959979,98.434832787611015,92.804572404384743,5
2016,3213,94.6129607259846,92.309889340902188,96.916032111067025,5
2016,3442,94.4727409923947,97.076997778716944,91.86848420607248,5
2016,3172,91.294700629912683,96.114538866070887,86.474862393754464,5
2016,3287,90.287563133471011,90.392831188816956,90.182295078125051,5
2016,3262,89.877491264151018,94.914673377860851,84.840309150441186,5
2015,3336,100.40494052821084,101.42570183545854,99.384179220963134,5
2015,3240,97.32646656796534,96.909038329979865,97.743894805950816,5
2015,3184,96.6743429305966,97.197160227690617,96.151525633502573,5
2015,3303,96.195905840215531,95.847594081582443,96.54421759884859,5
2015,3399,95.838947832399469,95.874825616866246,95.803070047932692,5
2015,3236,95.809888861334159,93.796368015965214,97.823409706703089,5
2015,3293,95.7258459850234,96.275825576041882,95.175866394004942,5
2015,3295,94.870472509421148,91.197716882967924,98.543228135874372,5
2015,3306,93.515132142203612,91.8368443042256,95.193419980181645,5
2015,3436,91.462472095043424,96.36602533441345,86.5589188556734,5
2015,3127,90.298405648745074,91.920632276988357,88.676179020501777,5
2015,3255,90.287761590638809,90.319265855913656,90.256257325363961,5
2015,3262,87.943673991234462,87.758968671464231,88.1283793110047,5
2014,3101,103.22255589076258,97.614654016916731,108.83045776460845,5
2014,3345,101.42426871938946,103.80667097303841,99.0418664657405,5
2014,3230,100.88404260887356,105.20465597290469,96.563429244842439,5
2014,3369,100.86409042480061,104.42550960432307,97.302671245278177,5
2014,3287,99.9169839417944,99.0265946781046,100.80737320548421,5
2014,3188,98.770542706381235,94.508534141452486,103.03255127130997,5
2014,3458,98.074043552064666,99.496774180242667,96.651312923886664,5
2014,3262,94.714090893564475,97.120477143136512,92.307704643992452,5
2014,3263,94.052416345610567,96.269721170000849,91.83511152122027,5
2014,3420,91.663844218944419,91.017398117571659,92.310290320317165,5
2014,3127,91.49693957221281,94.735910980587676,88.257968163837944,5
2014,3348,89.883485574444947,88.581106213340092,91.1858649355498,5
2013,3287,94.842876375565254,94.667664625879652,95.01808812525087,5
2013,3231,93.9190055121265,93.163723737614717,94.67428728663829,5
2013,3122,92.48267209481196,95.448994352235118,89.516349837388788,5
2013,3375,91.131199117092549,89.334382839535337,92.928015394649762,5
2013,3295,89.432863328184951,94.107693708989359,84.758032947380542,5
2013,3382,88.481374525936261,87.813280952379387,89.149468099493149,5
2013,3309,88.330111808250962,89.467457473707285,87.192766142794653,5
2013,3247,88.037870258528883,90.932512125465792,85.143228391591961,5
2013,3117,87.065842894392887,86.883340920616632,87.248344868169113,5
2013,3194,86.884249389361557,87.227899855159876,86.540598923563238,5
2013,3392,86.071364624033762,84.290451909573534,87.852277338494,5
2013,3312,85.186872594844544,82.018881163428418,88.354864026260671,5
2013,3410,85.0180986792154,83.225901218981221,86.810296139449562,5
2013,3420,84.9145616448417,85.6597859756304,84.169337314052981,5
2013,3127,84.834830776972154,82.421479774752356,87.248181779191924,5
2012,3369,99.718592361203065,98.575728662648459,100.86145605975766,5
2012,3274,94.215788325370724,92.48047198781741,95.951104662924038,5
