Season,TeamID,ConfAbbrev,Total_Wins,Total_Games,Conf_Tourney_WinPct
2024,3195,a_sun,3,3,1.0
2024,3350,a_ten,3,3,1.0
2024,3349,aac,4,4,1.0
2024,3323,acc,3,3,1.0
2024,3263,aec,3,3,1.0
2024,3163,big_east,3,3,1.0
2024,3186,big_sky,3,3,1.0
2024,3342,big_south,3,3,1.0
2024,3234,big_ten,3,3,1.0
2024,3400,big_twelve,3,3,1.0
2024,3414,big_west,2,2,1.0
2024,3180,caa,4,4,1.0
2024,3343,ivy,2,2,1.0
2024,3193,maac,3,3,1.0
2024,3245,mac,3,3,1.0
2024,3313,meac,3,3,1.0
2024,3179,mvc,3,3,1.0
2024,3424,mwc,3,3,1.0
2024,3357,nec,3,3,1.0
2024,3475,ovc,2,2,1.0
2024,3425,pac_twelve,3,3,1.0
2024,3221,patriot,3,3,1.0
2024,3376,sec,3,3,1.0
2024,3151,southern,3,3,1.0
2024,3394,southland,2,2,1.0
2024,3355,summit,3,3,1.0
2024,3267,sun_belt,3,3,1.0
2024,3238,swac,3,3,1.0
2024,3465,wac,2,2,1.0
2024,3339,wcc,3,3,1.0
2024,3348,a_ten,3,4,0.75
2024,3187,aac,3,4,0.75
2024,3207,big_east,3,4,0.75
2024,3304,big_ten,3,4,0.75
2024,3413,big_west,3,4,0.75
2024,3361,mwc,3,4,0.75
2024,3122,a_sun,2,3,0.66666666666666663
2024,3146,a_sun,2,3,0.66666666666666663
2024,3387,a_ten,2,3,0.66666666666666663
2024,3182,a_ten,2,3,0.66666666666666663
2024,3408,aac,2,3,0.66666666666666663
2024,3199,acc,2,3,0.66666666666666663
2024,3301,acc,2,3,0.66666666666666663
2024,3436,aec,2,3,0.66666666666666663
2024,3319,big_sky,2,3,0.66666666666666663
2024,3347,big_south,2,3,0.66666666666666663
2024,3276,big_ten,2,3,0.66666666666666663
2024,3268,big_ten,2,3,0.66666666666666663
2024,3235,big_twelve,2,3,0.66666666666666663
2024,3253,big_west,2,3,0.66666666666666663
2024,3220,caa,2,3,0.66666666666666663
2024,3406,caa,2,3,0.66666666666666663
2024,3392,caa,2,3,0.66666666666666663
2024,3310,maac,2,3,0.66666666666666663
2024,3138,mac,2,3,0.66666666666666663
2024,3224,meac,2,3,0.66666666666666663
2024,3283,mvc,2,3,0.66666666666666663
2024,3129,mwc,2,3,0.66666666666666663
2024,3478,nec,2,3,0.66666666666666663
2024,3404,ovc,2,3,0.66666666666666663
2024,3390,pac_twelve,2,3,0.66666666666666663
2024,3131,patriot,2,3,0.66666666666666663
2024,3397,sec,2,3,0.66666666666666663
2024,3261,sec,2,3,0.66666666666666663
2024,3422,southern,2,3,0.66666666666666663
2024,3477,southland,2,3,0.66666666666666663
2024,3295,summit,2,3,0.66666666666666663
2024,3418,sun_belt,2,3,0.66666666666666663
2024,3241,sun_belt,2,3,0.66666666666666663
2024,3108,swac,2,3,0.66666666666666663
2024,3426,wac,2,3,0.66666666666666663
2024,3372,wac,2,3,0.66666666666666663
2024,3334,wcc,2,3,0.66666666666666663
2024,3239,a_sun,1,2,0.5
2024,3184,a_sun,1,2,0.5
2024,3260,a_ten,1,2,0.5
2024,3455,aac,1,2,0.5
2024,3378,aac,1,2,0.5
2024,3427,aac,1,2,0.5
2024,3396,aac,1,2,0.5
2024,3181,acc,1,2,0.5
2024,3257,acc,1,2,0.5
2024,3274,acc,1,2,0.5
2024,3439,acc,1,2,0.5
2024,3127,aec,1,2,0.5
2024,3107,aec,1,2,0.5
2024,3344,big_east,1,2,0.5
2024,3371,big_east,1,2,0.5
