TeamID1,TeamID2,Pred
3104,3400,0.214615775
3104,3417,0.361228315
3104,3425,0.35033717
3104,3376,0.20897388499999997
3117,3376,0.05080242
3117,3400,0.06084702800000002
3117,3417,0.06545249000000002
3117,3425,0.053949975
3123,3376,0.0626293335
3123,3417,0.06509829750000001
3123,3425,0.08761813999999998
3123,3400,0.0679224
3124,3417,0.43059101499999997
3124,3376,0.40686585
3124,3425,0.417536215
3124,3400,0.404227035
3143,3425,0.19515015999999996
3143,3417,0.18534263999999998
3143,3400,0.183091015
3143,3376,0.15308302499999998
3162,3400,0.07169228500000002
3162,3425,0.10685997749999998
3162,3376,0.05500823499999999
3162,3417,0.08284391000000002
3163,3425,0.72211616
3163,3417,0.75912842
3163,3400,0.41575062500000004
3163,3376,0.615383915
3166,3417,0.21399874500000005
3166,3400,0.10941078500000002
3166,3376,0.11927726000000002
3166,3425,0.30249945
3181,3376,0.227804135
3181,3425,0.36556639999999996
3181,3417,0.38886559
3181,3400,0.19261468499999998
3192,3376,0.056278476499999994
3192,3425,0.06478268499999999
3192,3400,0.058880932000000025
3192,3417,0.06795848200000003
3193,3417,0.13390413
3193,3425,0.12094371000000001
3193,3400,0.104674885
3193,3376,0.096212025
3195,3417,0.06698712499999998
3195,3400,0.077303485
3195,3425,0.07836105500000001
3195,3376,0.068714005
3199,3417,0.31076962499999994
3199,3376,0.22169157499999997
3199,3400,0.258372775
3199,3425,0.3341864
3206,3425,0.11816924999999999
3206,3376,0.06674321699999998
3206,3400,0.07046737499999997
3206,3417,0.09921044500000001
3210,3417,0.192721955
3210,3376,0.197950405
3210,3400,0.17691893000000003
3210,3425,0.27565114999999996
3213,3400,0.07693138999999999
3213,3376,0.07648879
3213,3417,0.09171638499999998
3213,3425,0.09731377
3217,3400,0.075994975
3217,3425,0.09514635499999999
3217,3417,0.100419385
3217,3376,0.09882046999999998
3219,3400,0.05349257349999999
3219,3376,0.03953643850000003
3219,3425,0.06027777899999998
3219,3417,0.05472028300000002
3228,3425,0.19619514
3228,3400,0.13593496
3228,3376,0.117033038
3228,3417,0.14254591499999997
3231,3417,0.11137461299999998
3231,3376,0.10726759000000002
3231,3425,0.14548718499999996
3231,3400,0.13315537
3234,3425,0.17795203
3234,3417,0.18280088
3234,3400,0.13784166999999997
3234,3376,0.13483779
3235,3417,0.33955954
3235,3425,0.40527470500000007
3235,3376,0.213785645
3235,3400,0.24873611999999998
3243,3376,0.503776015
3243,3425,0.599518625
3243,3400,0.55072959
3243,3417,0.60164757
3246,3425,0.42256755
3246,3376,0.26767205
3246,3417,0.3843934
3246,3400,0.262518425
3250,3400,0.07648915749999997
3250,3425,0.07890150000000003
3250,3417,0.07024136999999998
3250,3376,0.06607478
3251,3425,0.06710313199999998
3251,3400,0.05841428000000003
3251,3376,0.05774022750000002
3251,3417,0.05286514900000001
3257,3425,0.23435810499999998
3257,3376,0.10526802199999999
3257,3417,0.20679004
3257,3400,0.10188581499999998
3261,3376,0.28483994
3261,3425,0.39270382000000004
3261,3417,0.327374225
3261,3400,0.32569771999999997
3268,3400,0.16780772500000002
3268,3417,0.18171293500000002
3268,3376,0.18567635999999998
3268,3425,0.28368303000000006
3276,3417,0.15014285499999996
3276,3425,0.200724285
3276,3400,0.16875652500000002
3276,3376,0.16572901
3277,3400,0.20102192
3277,3425,0.27684534000000005
3277,3417,0.30568389
3277,3376,0.24076209999999998
3279,3417,0.339985565
3279,3400,0.26048817
3279,3425,0.34200965
3279,3376,0.27441278
3280,3400,0.19136067
3280,3376,0.148426845
3280,3417,0.262421765
3280,3425,0.23476027
3286,3425,0.06561932000000001
3286,3400,0.058525525
3286,3417,0.07382172499999998
3286,3376,0.04850561499999999
3293,3425,0.07747603
3293,3417,0.082562985
3293,3376,0.06609931250000001
3293,3400,0.08115145699999998
3301,3425,0.34104005000000004
3301,3417,0.22466015500000003
3301,3400,0.202556545
3301,3376,0.20350290499999998
3304,3425,0.177042485
3304,3400,0.153969495
3304,3376,0.14305101000000003
3304,3417,0.1505261
3313,3400,0.07090848000000002
3313,3417,0.10631657000000003
3313,3425,0.108534938
3313,3376,0.059840035
3314,3425,0.32144907
3314,3417,0.19978996999999998
3314,3400,0.16724718
3314,3376,0.15415776499999997
3323,3417,0.57992039
3323,3376,0.427583085
3323,3425,0.594137165
3323,3400,0.56182799
3326,3400,0.13938216000000003
3326,3425,0.24956225999999998
3326,3417,0.19154274000000004
3326,3376,0.16791865000000003
3328,3417,0.39185241000000004
3328,3425,0.38445470000000004
3328,3376,0.25449336499999997
3328,3400,0.253755485
3329,3417,0.39858056
3329,3376,0.284614115
3329,3400,0.259036995
3329,3425,0.405486685
3332,3400,0.10373777199999998
3332,3425,0.184928215
3332,3376,0.10239029000000001
3332,3417,0.11592944999999999
3333,3400,0.07973027499999999
3333,3425,0.09560190499999999
3333,3376,0.07038322250000001
3333,3417,0.07934854499999999
3343,3425,0.13354757
3343,3417,0.09575306000000001
3343,3376,0.07175090199999998
3343,3400,0.08262528249999998
3350,3417,0.14281367999999997
3350,3425,0.14166905
3350,3376,0.08629342000000001
3350,3400,0.10999732700000002
3355,3425,0.209232625
3355,3376,0.13225283000000002
3355,3400,0.11063099500000001
3355,3417,0.14632421499999998
3361,3376,0.048249623000000005
3361,3400,0.06340263999999998
3361,3425,0.213964515
3361,3417,0.06838816000000003
3372,3376,0.061761220000000026
3372,3400,0.062407149999999974
3372,3417,0.07069631000000001
3372,3425,0.06482525999999998
3376,3425,0.5263473649999999
3376,3417,0.56398001
3376,3400,0.45885452000000004
3378,3400,0.06011169150000003
3378,3417,0.07783482249999998
3378,3425,0.1439457
3380,3400,0.05234702499999998
3380,3425,0.074382545
3380,3417,0.06285348849999998
3395,3417,0.57972664
3395,3425,0.5710958049999999
3395,3400,0.394071885
3397,3400,0.31505636
3397,3417,0.40615921
3397,3425,0.42211299999999996
3399,3425,0.056232354999999984
3399,3400,0.05234639299999999
3399,3417,0.04616452599999999
3400,3425,0.5491261000000001
3400,3417,0.5850489400000001
3417,3425,0.50022983
3422,3425,0.09180750249999997
3104,3301,0.618291885
3104,3181,0.4799232
3104,3163,0.17615479999999997
3104,3395,0.30196011
3117,3301,0.11056375749999998
3117,3181,0.07339661750000001
3117,3163,0.058914299999999975
3117,3395,0.049897919999999985
3123,3163,0.09813403249999997
3123,3301,0.12031960200000003
3123,3395,0.05213357500000001
3123,3181,0.106301428
3124,3395,0.37976657
3124,3163,0.43795775000000003
3124,3181,0.64484547
3124,3301,0.7612078849999999
3143,3181,0.265551255
3143,3395,0.15425886500000002
3143,3163,0.139138135
3143,3301,0.352066055
3162,3181,0.09882699499999999
3162,3395,0.07093759999999999
3162,3301,0.13368342
3162,3163,0.05407167999999998
3163,3181,0.85059116
3163,3301,0.811216685
3163,3395,0.753919
3166,3395,0.19015265000000003
3166,3301,0.29518176500000004
3166,3181,0.18921755499999998
3181,3301,0.6185973899999999
3181,3395,0.28689007
3192,3395,0.051999365000000006
3192,3301,0.09363827499999998
3193,3301,0.2392454
3193,3395,0.10483759000000001
3195,3301,0.10853771999999999
3195,3395,0.061286863000000004
3199,3301,0.58184623
3199,3395,0.26130584999999995
3206,3301,0.177466715
3206,3395,0.07398664000000002
3210,3301,0.376825715
3210,3395,0.17567206999999999
3213,3301,0.167590285
3213,3395,0.08496468999999998
3217,3301,0.183505105
3217,3395,0.10182992999999999
3219,3301,0.084490185
3219,3395,0.04004856800000001
3228,3301,0.29727335
3228,3395,0.133935965
3231,3301,0.29711623499999995
3231,3395,0.10033576500000002
3234,3301,0.361356215
3234,3395,0.14756122
3235,3395,0.19342773
3235,3301,0.556108835
3243,3395,0.53774897
3243,3301,0.86856823
3246,3395,0.33982599999999996
3246,3301,0.6873684999999999
3250,3395,0.06350508499999998
3250,3301,0.12471501799999998
3251,3395,0.044745906000000016
3251,3301,0.134874357
3257,3395,0.10621642299999998
3257,3301,0.28144765
3261,3395,0.3060548
3261,3301,0.70009831
3268,3395,0.162831555
3268,3301,0.35016388
3276,3301,0.3204858
3276,3395,0.16732477499999998
3277,3395,0.325511295
3277,3301,0.576564745
3279,3301,0.63398215
3279,3395,0.29527989
3280,3301,0.5152501
3280,3395,0.17389561
3286,3301,0.13967825499999997
3286,3395,0.06882259749999997
3293,3395,0.08347618999999998
3293,3301,0.119133105
3301,3395,0.16944922
3304,3395,0.1154942
3313,3395,0.07858074000000001
3314,3395,0.20690250000000002
3323,3395,0.52312026
3326,3395,0.29427048499999997
3328,3395,0.33962685000000004
3329,3395,0.35204255
3332,3395,0.11905728499999998
3333,3395,0.07054544000000001
3343,3395,0.07105922999999999
3350,3395,0.11002502249999997
3355,3395,0.14371681499999997
3361,3395,0.07382167700000003
3372,3395,0.06668027000000001
3376,3395,0.57922184
3378,3395,0.06271846199999997
3380,3395,0.056482095
3104,3314,0.57383384
3104,3323,0.20538988999999996
3104,3261,0.36776592999999996
3104,3328,0.38499982
3117,3314,0.05751335149999999
3117,3261,0.05987469500000002
3117,3323,0.046242253499999976
3117,3328,0.08613510800000002
3123,3261,0.09752469000000001
3123,3323,0.05534705499999999
3123,3314,0.13579234499999998
3123,3328,0.13086894499999996
3124,3328,0.62470238
3124,3314,0.69440165
3124,3323,0.28966652000000004
3124,3261,0.63373452
3143,3314,0.315574115
3143,3323,0.12237870499999998
3143,3328,0.20439016
3143,3261,0.237562985
3162,3328,0.08704421999999998
3162,3314,0.09717258499999998
3162,3261,0.08600497500000001
3162,3323,0.052897194999999994
3163,3328,0.420714625
3163,3261,0.796264305
3163,3314,0.852447905
3163,3323,0.6301146
3166,3323,0.12030724499999998
3166,3314,0.38677933500000006
3166,3328,0.12588581
3166,3261,0.23504647999999997
3181,3261,0.45787172
3181,3314,0.63677626
3181,3328,0.49229179500000003
3181,3323,0.19988145999999996
3192,3328,0.08104919
3192,3261,0.07284522500000001
3192,3314,0.09221703249999998
3192,3323,0.05852286000000001
3193,3314,0.17517897500000001
3193,3328,0.1953682
3193,3261,0.12922183999999998
3193,3323,0.09275845499999998
3195,3328,0.08282576499999997
3195,3314,0.09194767999999999
3195,3261,0.07894856000000001
3195,3323,0.06283543000000001
3199,3328,0.37942403999999996
3199,3314,0.5607609199999999
3199,3323,0.21407602999999997
3199,3261,0.41240127
3206,3261,0.10369988
3206,3323,0.06959932799999997
3206,3314,0.144906525
3206,3328,0.14401403000000002
3210,3314,0.308067335
3210,3323,0.177843835
3210,3261,0.261028335
3210,3328,0.158787985
3213,3328,0.110634935
3213,3314,0.131892665
3213,3261,0.0855771175
3213,3323,0.073655045
3217,3261,0.07982092499999999
3217,3314,0.17146365000000002
3217,3323,0.070952975
3217,3328,0.17589481500000004
3219,3328,0.05947507499999998
3219,3261,0.06899881000000002
3219,3314,0.08130372800000002
3219,3323,0.04332339899999997
3228,3323,0.12148148
3228,3328,0.160125425
3228,3314,0.250572365
3228,3261,0.22484416000000002
3231,3328,0.16636405
3231,3314,0.26872165000000003
3231,3323,0.08043965499999997
3231,3261,0.17098584
3234,3323,0.14100309499999997
3234,3261,0.17851426000000004
3234,3314,0.364830835
3234,3328,0.18046105
3235,3261,0.37566119499999995
3235,3314,0.48420904
3235,3323,0.307674115
3235,3328,0.33538392
3243,3261,0.7449832750000001
3243,3323,0.5368988
3243,3314,0.855132325
3243,3328,0.68989104
3246,3261,0.522038515
3246,3323,0.23942854500000002
3246,3314,0.69545402
3246,3328,0.4494728
3250,3261,0.08389629500000001
3250,3314,0.095884045
3250,3328,0.11748209799999998
3250,3323,0.05387731750000002
3251,3328,0.09789317500000001
3251,3323,0.04847130500000003
3251,3261,0.08683056249999999
3251,3314,0.1442252
3257,3323,0.12731482499999996
3257,3314,0.19980943499999998
3257,3261,0.18730347999999997
3257,3328,0.18407744999999998
3261,3328,0.49637595
