Season,TeamID1,TeamID2,Win,OR_Diff,DR_Diff,Ast_Diff,Turnover_Diff,Stl_Diff,Blk_Diff,PF_Diff,Avg_Possessions_Diff,OffRtg_Diff,DefRtg_Diff,FG%_Diff,FT%_Diff,PPG_Diff_Diff,3P%_Diff,Opp_Avg_OffRtg_Diff,Opp_Avg_DefRtg_Diff,SoS_Diff,OR_Trend_Diff,DR_Trend_Diff,Ast_Trend_Diff,Turnover_Trend_Diff,Stl_Trend_Diff,Blk_Trend_Diff,PF_Trend_Diff,Avg_Possessions_Trend_Diff,OffRtg_Trend_Diff,DefRtg_Trend_Diff,FG%_Trend_Diff,FT%_Trend_Diff,PPG_Diff_Trend_Diff,3P%_Trend_Diff,Opp_Avg_OffRtg_1_Diff,Opp_Avg_DefRtg_1_Diff,SoS_Trend_Diff,Conf_Tourney_WinPct_Diff,Seed_Diff,Sloppy_Play_Index_Diff,Hack_A_Shaq_Rate_Diff,Live_Ball_TO_Rate_Diff,Three_or_Key_Diff,Assist_Dependency_Diff,Hustle_Index_Diff,Boom_or_Bust_Diff,Stl_Ast_Ratio_Diff,Turnover_Percentage_Diff,Ref_Whistle_Index_Diff,3%ShootingrateOfTotalFg_Diff
2010,3114,3210,1,-4.28125,-2.15625,0.4062500000000018,-6.687500000000005,-1.625,-0.031250000000000444,-0.5,-6.103750000000005,9.520432818410725,-0.11974289633536728,0.0406965968936126,0.0017784702791374674,5.874999999999998,0.07245979250260398,-2.1067851004244886,4.488519393343438,1.1908671464594818,0.24319547543301512,0.0403592076106698,0.35900383141762426,-0.24534698367795937,0.19498554816159197,-0.05861861861861839,-0.07897281069253881,0.02114736913779669,0.1674574726815673,-0.04962114915315974,0.07684473390165747,-0.0628848456143023,1.4658366775155098,0.39989572779240345,0.013781195995130613,-0.013765008770561638,0.000725236234706772,0.16666666666666663,5,-0.060878126905423324,-0.053002278033184136,0.1723415233303045,-0.04021854033815753,-0.1449080768436274,-0.010696034596166804,-0.004918458619434504,-0.05152534108109752,-0.06022384701334349,-0.0831213173749843,0.012783737695026387
2010,3361,3400,1,-0.3125,-6.153225806451616,2.4375,1.338709677419363,1.7046370967741922,-0.674395161290323,-1.2288306451612918,-5.691532258064484,-3.234056081069852,-1.950818170376749,0.0225411205758575,-0.003573354783111382,-1.9163306451612891,-0.027215888387233378,-4.719649763884945,4.312961559540369,-0.20334410217229504,0.04023705552089829,-0.1158064724500999,0.24181204739960516,-0.32329466032988563,0.2726026396345117,-0.08252223966509664,-0.10607819038708344,-0.015254626476529753,0.2558987035164455,0.05819892294648643,0.1808514707586254,0.08854918130864387,1.663519479453019,0.17593659576590803,0.0030959103387786513,-0.017608560228640213,-0.005712365000316799,0.5,5,-0.04897035782619691,-0.04197542580649799,0.1847455884645104,-0.09891019419220781,0.1965669014084508,0.04214150022836863,-0.009462174760550696,0.004856254856254849,-0.0002513827087090026,0.008098128107633551,-0.056934768385709794
2010,3396,3241,1,-0.46874999999999645,-2.75,0.53125,1.5625,2.34375,0.125,-1.21875,-3.0574999999999903,-9.436084711894068,-5.494153217624898,-0.013612714367878864,-0.06701812139215457,-3.2187500000000036,-0.005263881720410091,2.3221038617546697,0.306232046764336,1.3141679542594886,0.2414079596698171,0.03658798292016785,-0.04847992566542669,-0.216193371916932,-0.258192774826826,0.19854070660522272,0.10186587308902739,0.04482908524127527,-0.015622206379450665,0.15486051929455025,-0.19378201922877325,0.014611825989079064,-1.048481034384118,0.151836336599949,0.07439616937486215,0.03094905290069938,0.0528332310286842,-0.33333333333333337,-1,0.014671915972722438,-0.04253503028487654,0.11204605226344355,-0.07028386713073442,0.1351921237693391,0.0479601450383364,0.009054849997782097,0.12739067660845305,0.02581434010240541,-0.05362113706062743,-0.027748836845858105
2010,3436,3458,1,3.193548387096774,-0.12903225806451246,-0.29032258064516014,-1.5806451612903238,0.9677419354838719,0.12903225806451601,-2.6129032258064484,0.2374193548387069,4.9082112273136715,-1.1111009238830007,-0.02801816009605984,0.05710656701602168,4.451612903225805,-0.00605368326016259,-6.851350060111926,2.067400200967782,-2.3919749295720436,0.08720665759118928,0.011565798091065949,-0.15223764673956286,0.06075480247932541,-0.11385802469135797,-0.09155089558759277,-0.0027751810872387317,-0.07059132433721882,-0.12789990368810045,-0.09840276654754032,-0.12147571690041559,-0.08505381721049932,-0.4510971786833857,-0.16080901357524402,0.020781089758304727,-0.05944114346652152,-0.0182309687608464,0.5,3,-0.02089158089600568,-0.029410975221031144,-0.07017382177508136,-0.018731021524317604,-0.16495269436445925,-0.0191416004706792,-0.0013461254249396981,-0.03882830626450118,-0.007524275166208516,-0.034451541749000336,0.01067995369671354
2010,3361,3452,1,-0.757575757575756,-2.994134897360709,3.9393939393939377,2.4144672531769373,-0.9061583577712575,-0.42913000977517246,-0.17106549364613954,1.3255131964809408,1.8874399604951293,7.254040499494934,0.04635467050143238,0.05949412936784837,-3.807429130009777,0.011452423647728971,-3.099814095683186,3.7524500673515178,0.32631798583419425,0.13479026107362868,-0.0255519789635944,0.3461503948312994,-0.11928080386479012,0.20398270941749164,-0.2967643015755521,-0.1348790442693143,0.021600691834260388,0.2207553414613227,-0.0055109942589632865,0.14297126586514974,0.11436462708426198,1.5068988017370535,0.09098619015544818,-0.008289075637117338,-0.021305056457463722,-0.013753467487412907,0.33333333333333337,8,-0.013048473124518789,-0.08234615238601428,0.047714203998073246,-0.11413689685281503,0.2623214285714286,0.013794909232171693,0.004771390504316103,-0.14448786507610045,0.013469642747209298,0.030018347377004595,-0.03179074446680083
2010,3124,3201,1,-1.6912878787878753,6.486742424242429,0.05113636363636509,1.2386363636363633,-3.4251893939393945,4.643939393939394,-2.268939393939391,0.23125000000003126,-2.177114910691188,-4.427290335949806,0.04146926234324766,0.02324341975251254,2.3712121212121264,-0.046376355832444094,5.300856372123349,-3.6046240312494575,0.8481161704369526,-0.13562071116656305,-0.15098836811604166,-0.061790858804206206,-0.16554694229112843,-0.26557693636620006,-0.17453316531103225,-0.040219100742876934,-0.1110146934638877,-0.04637950789517875,0.14870279909260653,-0.09343831882260945,-0.027283241551369075,-0.9630472516875603,-0.5191268619533851,-0.037879670858230075,0.022554660845933716,-0.009247836267984644,-0.16666666666666663,-9,0.010560265393853407,0.11187118145173625,-0.20127356334575286,-0.13803929146959804,0.09865989561292154,0.02856691055403829,-0.011197389731025395,-0.21667861465054084,0.015414613585475995,0.12159678952370889,-0.24991047292133411
2010,3124,3207,1,-3.5791666666666675,11.595833333333331,-1.1791666666666618,0.5749999999999993,-6.397916666666662,4.65,-3.908333333333328,2.1965833333333507,2.2217480320087333,-4.240155558033493,0.0651308804867522,-0.0010266737448131336,5.5833333333333375,-0.007857450031252433,3.5526002271752475,1.9934980841978103,2.773049155686536,-0.15336756266988827,-0.13724027137383998,-0.10539960665117132,-0.047956633232706714,-0.11876778265738619,-0.03044082354427191,0.1905704424311394,-0.01146986477873202,-0.06327522265903962,0.07945329131810297,-0.07624232734052039,-0.0281111756156478,-0.5716708390535413,-0.5200712590450145,-0.05216260526712313,0.016899254799156882,-0.018937240898651897,0.5,-1,-0.02611518785966488,0.09743838931181553,-0.38791540100648336,-0.08189337829281584,-0.006050152290913768,-0.022058256489465328,-0.005003599894980504,-0.3291284138473278,0.007198908016562283,0.17068401061904348,-0.17933176760463138
2010,3124,3397,1,-3.1250000000000018,3.062499999999993,-0.9062500000000018,1.96875,0.15625000000000266,0.75,-0.7812500000000018,2.8612500000000125,-7.145633148376177,-2.4816163822084008,0.0007842771915779756,0.05369888041934057,-2.1562499999999947,-0.06504008620892204,0.4160464711459184,1.1274700503900448,0.77175826076801,-0.16326530612244916,-0.11131072147168697,-0.13410407441021843,-0.27457322551662156,0.020578042382460526,-0.49197928508273336,-0.09767466104083256,-0.05576177093567425,-0.012167016656084773,0.10967021469277816,-0.06660463686816598,-0.11612697351898582,-0.5617861943023083,-0.3457563477071315,-0.019218297101091242,-0.04113790127087591,-0.029563329098372115,-0.5,3,0.029860806531892825,0.133008017558232,0.051212368033582756,0.05626368556652939,0.16174074439078878,0.0332543728341374,-0.011937092830640997,0.13082011814471795,0.0273253905500411,0.3011459923824227,-0.07674433199170258
2010,3124,3181,1,-5.53125,5.4687499999999964,0.4375000000000018,-1.0312499999999964,-6.4062499999999964,1.96875,-3.5625000000000036,-1.2149999999999324,2.5123745226572396,4.044096761068317,0.04107083184000038,0.0659063293069303,-1.2812499999999982,-0.01833890250831033,2.243855420276418,2.1954584730665943,2.219656946671492,-0.029024943310657636,0.09830902386234386,0.031781581613608445,-0.17609352059613836,-0.2356984200159259,-0.05270061503483259,-0.058752842267023375,-0.042264753612625605,0.01304618138910163,0.050713180631164256,-0.047680171313945974,0.0892952295166165,-0.21081710443016988,-0.6243037472293085,-0.0019667397006137843,0.00664483348880518,0.002204196076000864,-0.5,2,-0.02208413873329318,0.10676079083879814,-0.2884918342698104,0.03343284069035257,0.12153083503346584,-0.039795979387822505,-0.007032746812127899,-0.3458885235932423,0.0005581159627464916,0.16876454551499442,-0.0733279501484454
2010,3163,3380,1,-2.5301724137931068,6.556034482758619,8.26185344827586,-6.0118534482758665,-2.9008620689655142,2.155172413793103,-8.71336206896552,-1.6943965517241395,34.3581263125579,-6.865752899317073,0.14574707174976775,0.0979658713658429,28.808189655172406,0.05432717305899093,8.570622015790534,-2.149094548906916,3.2107637334418087,-0.0039819892714789695,0.04098381882429569,-0.0654952110489826,0.08665296291120694,-0.05790061530230095,0.08824809211407159,-0.11027606814273183,-0.03922165605069339,-0.077868424457605,0.12290889353987278,-0.018542137476568188,-0.19290776312406854,-0.9018637707508826,-0.1821134119607556,0.011981358296357048,0.10724128382600528,0.05837467937189533,0.0,-15,-0.11937747021017325,-0.061676494670524995,-0.2504386192784662,-0.013935356274251132,-0.18356934306569328,-0.058863024787648516,-0.0016709195475916871,-0.5772825984326315,-0.04300059920824592,-0.3111607951644515,0.04774113839627389
